id,text,sentiment
0e0424c9bd,home alone one left gummy bear,neutral
e6c2edcb0b,back mellys party fun im sleepy,positive
9b210c4a6f,hahayay im cured,neutral
4d461bba2e,guess shes type songwriter dream great one,positive
b733d36b6e,know already two week,neutral
68c674acdb,sick sick sick suck cant even breathe properly,negative
6cadda7b98,adding name twitter account learning use amazing thing,positive
79a28b1ac7,ooh thats early start ive got bed planned timehaloveyoujonesy,positive
92d94fa045,allright pastor jiayou book,neutral
05a1b09ce9,booo best friend leavin weekend ever without,positive
e6b01d5777,oh god oh god oh god new supernatural start tonight new sam dean oh god cant breathe 3 3,positive
2c4b87059b,never around sl100 quiz want water park ticket waaaa,neutral
8c5e613c41,hey wife die really confused hadnt myspace little read twit,negative
6c31bc1182,kind excited go school today dont know hopefully good day,positive
5f4e052208,rainbow unicorn film,neutral
8485d5828e,keep reading contract cataract someone bring panera,neutral
3735770b07,guess internet house raise hand dial,neutral
4c395ff61b,friend cancelled tomorrow nothing dothis make sad xxxxxx,negative
cb673d84af,ugh n33d t0g0 bad,negative
4ad37ac5b7,yall coming today could go graveyard hoorayy,neutral
929b5c888c,hair wont turn whiiite,neutral
fa959f2dd3,unfortunately im drunk enough lol money get drunk alot though u imagine haha,positive
78d89e7c64,yeah prbly pickin song singstar havent checked last store update dunno cranberry song,neutral
127ee02f19,tonight bad night,negative
f6c69d962e,bristol ish love brunch sunday ruth chris good got sick,positive
4a653d8227,mom world congratulation,neutral
35eb97a484,better hurry wouldnt labeled copycat,positive
55441697a6,sooooo hungry right shouldve eaten wedding,positive
49a1fc4061,welcome twitter friend,positive
2e49927901,happy mother dayyy deniseee 3,positive
f85c7e5ead,ben jerry fail got email free ice cream say click redeem coupon click get error message,negative
6033018ee4,anyone else seen dm notification email say reply web cool accent weird online,negative
0c35e093bd,yayayyayayay toy story 3 coming june 18 2010 though,neutral
7069dd2486,im straining hear hard way,negative
7a78bcf308,awwwh u stuck traffic booo,neutral
894e948ead,fear deserve alot care animal ill get food dont worry,negative
fa89412e2a,living empire hotelfree bottle service rock connection,neutral
12b2075369,google wave presentation im impressed nice really,positive
0d77390e74,bud kudos hardcore gym training great lifechanging experience keep,positive
8f3fc77f66,brief interruption brb goodnight dont catch u later got ta ck something,neutral
df0f568747,still miss dont think he coming back,neutral
67a5d0a19c,dude new star trek burger king commercial bud light burger king proud u man,positive
0435d42f80,mad hell someone stole pink black leapord print pump wanted wear today god glory hell bless abundantly,negative
1e633e1874,didnt include taylor follow friday,neutral
81950f02a4,got new silverstein cd aha amazing highly recomend,positive
0b8b37ba52,chris came exactly one hour moped around left ended falling asleep,positive
aeb0593edf,im bum today,neutral
e09f5b6b95,went cd store search cd,neutral
f60dbc9737,big welcome twitterlandz grrl really wish could made bettie show glad hear success,positive
e0e9cb3902,listening lamb god,neutral
3ec9a1578c,spilled chocolate milk car,neutral
349251e2a4,hubby promised job promotion didnt move signed new lease n withdrew promotion,positive
07c4438a0a,plus deposited tax return cheque first time 7 year didnt clear immediately,positive
441e2a5a82,love getting gift mail wonderful friend back home miss myrtle beach much little homesick today,positive
09140327f6,tomorrow going sooo awkward embarassing light sound last night awesome,positive
2fadf73014,still feeling weird ex engagement mom made thing worse dont even want still odd,negative
ef5ba215b6,band hawaii sublime sound sublime hater move along,positive
440e8fc447,hockey fukin good hole xd,positive
7eb1620dec,shop smart shop mart,positive
bdc7de6846,yes thats meant dont anything turn hirigana though,neutral
d2565af489,incredibly sweet good hubby,positive
4ed4f2fce6,caught tweet got home time last 5 min itv2 show tonight miss,neutral
ecc58c9428,lunch people aikido,neutral
915ce84b4b,bad cant come enjoy urself tho,negative
4d194d770c,watching et today 3 supposed clip new moon hating drag hell,positive
eed1736183,oh god literally drove rain hard couldnt see front im shaking,negative
13ca815d01,mi sausage,neutral
48a90031bd,got sniffle got kid hubby left work sydney weekend boo hoo,neutral
1c14b45cee,house probably resembling kind heaven maybe ciarans angel moved hence inability locate,positive
242de9277c,good hear several peep working tonight,positive
b287d39fb3,hope,neutral
986073590,actually think ill upset lost data cake mania 3 pretty far game,negative
081ac56240,booup dlp sold 830,neutral
095410237d,saw star trek amazing seriously good entire cast excellent spock kirk especially want see,positive
3cf6817f75,aww miss usa,positive
edd38781e4,seriously quiet lonely without bunny,negative
d664f99182,rotc brought climbing wall work coworkers try climb wanted forgot climbing shoe home today,neutral
e8ddfa3959,ok break back book fun lovely,positive
502aa24ca7,downing glass ginger ale relishing early evening bed said lifetime,positive
3861b033fb,watching firework bay bridge,neutral
86a28f67e9,x yepp like dylan cole better,positive
83c92f835b,still freakin missing game,negative
8d138ab15b,yeah still totally high 60 soooo notlooking forward aug sept,positive
9e8665abc5,dang left rolandos dinner leftover home knew put shop fridge last night left downtown,neutral
d4623c0bd6,worry,neutral
75ca238abe,sad im going miss seeing pennywise year,negative
ec8507eef4,haha thanks shannon 3 5 boat got first,positive
65c1831198,youre watching thisi love almost died nowshe mean nothing,positive
dcb745bcf2,woke hour early study test,positive
cb1a68137c,open 9 hope shortly guarantee though,neutral
a4d578eeb1,work boo pinups playing uncommon ground wednesday night 9 pm 1401 w devon ave chicago 60660,positive
64cf7657b9,got shower,neutral
650fcedd22,he back meeting 40 min,neutral
0e0b4a2960,even ie8 would better,positive
106a999786,pinkwind thing vanessa dad sister made sn 4th grade,neutral
6c18eab109,cant change profile picture facebook,neutral
d792349406,lookd soo freaked outpoor wee thing,neutral
dbdbe24969,omgoodness finally back dinner fam bam,neutral
5a3c9bf459,try dl sims 3 realize pc dont meet standard requirement need new pc lol,positive
f61861742c,happy clean squeaky clean,positive
2a69a25949,dont chase shea fisher download,neutral
8d02587ab0,hmmwhilst walking city received inviataion suv limo via prom fellow dont date oh boy,neutral
6940969fb4,sickkk two day since summer started suck already,neutral
06aaa8e680,80 retro prom wishing dance im gon na miss great dancing 2nite still blast drink,positive
f4052e9331,chose iphone,neutral
35f539ffa8,got fight ryan he like cry im dead inside sigggh,negative
736f2bd7b6,adam morgannnn jumbo slice,neutral
35e15c616c,bloodypoet whats matter,neutral
4104064854,name label picture hadnt added took picture,neutral
d5c25dbc63,still need see movie vampire,neutral
34b7f333cb,happy friday weekend everyone tgif nothing,positive
bdf9453e5e,yeah ive seen funny hey honey jill sent box,positive
6c409292ce,jt snl tonight,neutral
ee89b16825,studio ghibli year ponyo always seems perfect well waiting till august,positive
9f0147e874,going sleep tomorrow exam review,neutral
1962233e5d,brian cat still hasnt shown upi feel sad sick im afraid he eaten something doesnt look good,negative
f2d120c26e,missing nate usual tonight,negative
10c841e57b,anyone got ffe account add,neutral
5aa568e0a4,ill one groovy guy time shortie short,negative
2c9aebcb01,birthday tomorrow jack weekend,neutral
101a8b583a,come never sleep past good,positive
e01eb1cf88,snuck window im laying roof looking star nice night tonight,positive
7017d6c8cf,downloaded ton stunning beautiful wallpaper wwwinterfaceliftcom go look,positive
4793312f15,one go jimmy fallon justin timberlakedoin gibb bros show snl,neutral
ed539778c1,really really bored bad wont know news thats ok brb x,negative
198854f289,relaxing practice graduation,neutral
d1aa96a414,patchouli oil incense surge popularity 1960s 1970s mostly among devotee free love hippie lifestyle,positive
92fe747a96,hi godd day eweryone im reel good mood day,positive
2.08E+12,whoo bgt really must multitask art work time though back college monday,positive
784fbab498,according mick jagger hindu ragas sfs sort music,neutral
a3dff88c1d,take big man type sad tweet like,negative
1977ce206b,better throwing,positive
21c6854561,going im stuck seem misplaced remote extra bad tonight well,negative
eb9b4d2431,big thanks melody got ta love sunshinelots vit,positive
0b3b751482,got baby g wach zi 1 lady gaga wear eh eh film clip pink love kay thanks heap win olivia,positive
932af12853,hey let follow wouldnt awesome,positive
aacd4d0c3f,loving shoe perez looking fine always ohand lady gaga say outstanding,positive
ee35fcd036,eveningpicking npop go dinner ta lum tum tum somtummajor avenuedecided go homenot clubing tonite,neutral
44daf50a02,paper writing til heart content,neutral
7623079330,awww sweetie hope mom wonderful mother day,positive
e64b0cc77d,yeah dude mike,neutral
780ee451f1,great movie best welsh flatmate,positive
59ee5ff2f9,got headache hard work today still ready trying finished,negative
001e4be1ab,rachel going lunch baixa lot stuff wan na come,negative
363460c8f4,got gym wno energy,neutral
5be8565b8d,im sad cant go make sad,negative
ecaa478ef4,going try warm milk im lactose intolerant haha,positive
acdbccaeeb,picture showing,neutral
fc28b797bb,take mum jewellery shopping coffee mother day,neutral
5a8f396cb2,bring hk lounge tomorrow 12 drink till 5pm kareoke think nice sunday,positive
06a6314076,oh completely forgot thirsty thursday oh gaga suck,positive
82ea51ab18,wan na feel chin,negative
895cec1c48,haul vidphoto slideshow fun,positive
8fb50df8d2,feeling great,positive
37fa199c50,ahhhhhhhhi cant get miley notice,neutral
121b9c13c2,coffee brewing morning im fray here good week,positive
451880b8a6,wan na jet mirage couldnt get hawaii either someday much love thewockeez supercr3w,positive
c08a90abbd,finished yet another amazing book susan elizabeth philip god love book much one read next hmmm,positive
23dad0b69f,oc im seriously screwed havent studied,negative
470f2669c4,well retired drummer drum roll need read post since take ton time lol,positive
53aae02026,new twitter,positive
ec946f285d,tired heck wan na go home sleep cant cause im wash till daddy get work,negative
0b25a31b7e,surfin,neutral
d2a3207aae,see star trek cant sleeptoo much action cant wind,positive
5dbb7ae2a3,got freakin macbook hoorayyy freakin deleted phootbooth,neutral
151779dfad,ok exagerrated twitter bad guess,negative
c4393e4cba,happy mother day tell ur mom thats awesome madre great example archuleta familia,positive
88051e4bea,good morning however night time bed hug great day,positive
845495ffac,know extremely happy wouldnt change world dont want anybody else,positive
241afcd4ec,getting fab portrait ready upload today,positive
eb85ce805d,dsl welcome 2009,positive
a04227ef4e,missing mom today made date every year get flower together yr alone felt weird,negative
98c11bdba8,hot room wan na go swimming,positive
11634e3bf7,weve got pool still boxed need level suitable patch ground set,positive
944cb46d62,ooo wish he hot,positive
c9dfbf4275,new found respect know know konami code,positive
1c2a41d71e,work mo sunny today see band tonight,neutral
c5d1af4ed5,ace exam,neutral
8c582b0575,sooo hot 2day put ton sunblock jogging still think face burnt though,positive
db331541b6,name jason sunshine work,neutral
82c72d7fd0,took forum access away fail,negative
ade8ce79b8,lied last weekend said wouldnt get upset fyi,neutral
80d96cab37,hahaha guess reinforce skate haha remember u r friend semigod gluten intolence,positive
2a054d9205,yeah want know,neutral
2f8250d0df,day go oni think im gon na write song still thinking impossible get true friend,negative
0c83190ad8,omg meant 3 youre perfect wolverinesir hehe,positive
7ebaf21cf7,hanging babyy,neutral
cabf8f9dea,yet early,positive
706a860942,tron oh god whose tire,neutral
5de3c34293,arabic girl who online every one sleep,neutral
327f378bd9,ate something dont know keep telling thing food,neutral
9d187014d5,good morning im soooo tierd,positive
e4f5ac16a7,n get,neutral
7120ebfa1b,wan na tonight,negative
1b64ea8f30,1030 going bed brain cant focus need fresh new start pray god grant fresh tomorrow,positive
954f523ded,well nothing flash different chocolate 4 change good 2 meet u yesterday gr8 atmosphere discussion,positive
ed4b3d03eb,took antibiotic still feel like,neutral
87187923db,guy lived city pariswhere u spend entire life trafficjamgrrrr used anymore,neutral
bd13675621,nomore adventure time,neutral
e389e41385,happy bank holiday monday tweeteramas ill spending day yoga ocd attack,positive
88375a5f3e,lauras gone weekend miss already,neutral
7257f9b2b0,nutella croissantmangomeloncoffee lovely stalk iris breakfast bed courtesy n house til noon,positive
d80d99b28c,whuuurrrrr gland really swollen guess weekend blow,positive
f6d3caf9ed,spare time seems twill spent homework weekend,negative
a00246028f,lazzzzzzzzzzzzzzzy monday bank holiday nicole havent u direct msged yet,positive
57f432f582,yummy yumcha mother day mum dad arcel eggpants yuuuuuum,neutral
14193ff01c,5 thing twitterer could without src like guy,neutral
07a8205fee,wan na bea well,negative
11e23ea0ed,lol catch u,positive
9198679ac1,stupid wireless,negative
348804d270,hahaah cry blowing fuse typical move,negative
dd7a9fb210,spirit week tuesday make eight die later school wednesday thursday finally sleep friday,neutral
839095ea38,ready 3d jonas brother experience real brother included,positive
fb10c20429,saw thumb playing virtua tennis,neutral
f52e7e5a88,im sorry parent coming around 1011 gon na eat househunt richardson raaaain cheeeck,negative
db4a79059a,saw dooope bmw 6 series parked top backto bad raining,negative
9114d80bac,laundry time lot,neutral
7674cfa90a,ha ha thankful dragging mountain today,neutral
7dc87b5fc5,great time mpix shootout great thanks mpix,positive
6328fd1b81,weather lovely im headed home via supermarket planning spend quality time knitting tonight,positive
0473875c4a,sad ending softball season,negative
3709c4e1be,woman science technology conference la jolla interesting day met really great people,positive
962ca0488f,well gon na fit big long advertisement,positive
846d43bc8f,musem equaled fail hall life closed cause construction,negative
aa6e04fee2,joined twibe visit join spinner know respect spinner need coffee,neutral
b84d47c65f,im gon na miss guy much thanks making 5 year senior school amazing,positive
646d1df036,good night,positive
b00763f904,rain doesnt go away im staying bed week til mommy get,neutral
da60c4db48,much enjoyed whats name article,positive
ebecd8135f,yeahh,neutral
5b584d38ff,4 hour till mother day party yeah,neutral
eaf8a522e9,arrr bummer want win,positive
4e38efebc2,eating roommate cereal sorry bro,negative
3195d34e5b,good news tooth,positive
8d2be5bfc8,yeah im behind classic cinema calendarmaking havent time go see anyway,negative
6788d6c565,aww little girl britain got talent actually love ant n dec oh simon cowell,positive
fd7434a0e9,done class freshman year,neutral
3e3496c6d4,amazing due time constraint could visit meadow pine forest shall post image later,positive
81defce8a3,press previous page,negative
62ed3d6141,whats wrong drphil shamefully loved show able watch,positive
1219ed4a21,love love say love,positive
9c90694664,didnt favorite spotter last tweet go phone,positive
c35b8dbb8a,eeek coming im soo excited see thursday,positive
b39dbc6ee5,thanks annoying,negative
3df0f721e1,tired phone walkman work like charm l need better video wap really thanks yesterday buying album,positive
e9c8585ad1,biggest crush pink doesnt know im alive,neutral
2c9d5de236,happy mother day everyone,positive
f3912c1463,emergency radio iphone awesome listening johnson county sheriff live scanner stream,positive
fc5aa0f34f,thanks much belated shout,positive
ce71d002ec,momma day may 10th dont forget something nice mommyyy,positive
dab7f56791,brah u happy,positive
4c1733246f,hah ima knock wood pc never crashed yetnor laptop im careful stuff maybe thats,negative
cc1f8918df,history,neutral
76f0861133,happy birthdayyy hope awesome day didnt see next last night,positive
074b2d89dd,oprah guest ever saw one,neutral
398d591255,haha shaved facial hair except moustache cause thought would cool made look gross,positive
f8d8ebaf8d,new deleriums music video mixed tiesto guess bill leeb finally forgot music root,positive
a267c3e874,alexander 3 course dinner wearing someone el red wine,neutral
c6e5884baa,nice day like make miss alki,positive
b1ddb9811e,fizz he really new people dunno em said hed try,positive
e30721df0d,concert hope make guest appearance,neutral
ac4a84a76c,arent though lol he work miss blah wut cha,positive
959c593450,keep trying invite think shes afraid,negative
f20074e0d0,thanks see u south african holiday fri,positive
259b075523,ahhh u know really suck sprained toe ouch,positive
19365e33a0,july,neutral
78b24a76c4,denomination im library everythings blocked,neutral
00276ae6b1,emoticon christian,neutral
3592e3ebc9,good luck service tomorrow wish could see guy vacation,positive
79c57e46eb,hey sorry got last night,negative
54eba9eb73,yo thomas thanks follow social medium director disney thats awesome id like learn let lunch,positive
e17302312e,gosh miss singer theater miss learning music acting exercise n especially miss onstage,neutral
360af83c85,good episode top gear tonight,positive
4331a46aba,awhile ago freaking hot wet turn,positive
10502f22bf,sad tweet twitter someone misspronouncing word kto make fit card would tweeted,negative
6d7cbd206f,ta babe know love curried,positive
5be9ccda69,nooooo dont dare lol im gon na cry 3 hair,positive
0dc0eb905d,found thing looking,neutral
a29a76a54c,sad pay 60,negative
63491134ab,made vid proving skill denied step dad said hed disown posted sowey,neutral
4fb2131d08,aww helpful getting sweepy si say whipped cream bed save u,positive
2cec07986b,perth ford falcon 1997 3500 new ad received posted hcc site soon,positive
5e84445c6a,doneeee wheeee hahaaaaaaaa tired sleepy peter u suck coming bday,negative
fd5eece5b2,monday morning bathing soooo relaxing lady luxury would start every day like,neutral
7b88197891,msn crash way much hmph,positive
3ba8596881,im angry right today im doind nothing classmate yes think stay friend mrcomputer hope,negative
ee6febbfb4,social saw g1 awwww,positive
fff97388cf,hey thanks follow,positive
e54c45018b,enjoyed star trek please,positive
2a2c1635c8,639 baby god sad really oh well life partaaay xxxxxxxxxx,negative
ca929837eb,cant sleep darn frustrating,negative
046af350ac,dont want complete hypocrite attended rrated event timing ironic,positive
19f108c62c,hey dont write yet little girl youre middle ride,negative
7a897c9999,one prized magsbookannuals dunno others published prolly google,neutral
1aba7766ca,awarded first ever credit card,positive
575e4a89fe,tt ridiculously sweet,positive
7e8212f5f2,sorry hear,negative
8800a2d912,hey pretty good sucking daughter exactly glad see alone good luck mom,positive
e05fd863d4,lester guessed yesterday think something cop out,neutral
09a5b9b958,starting account year,neutral
32b129dc3f,say happy mother day mom,positive
b4031d0753,yay particular,positive
e7a0f7ac99,work ill watch later even though,negative
a9da40eedd,oh final msg didnt review boardgame bookchase telly didnt even get nice letter,positive
3c9419868b,staying afterschool today friend id tell em text lol likin u 3,positive
0d45e4e926,wide awake scoffed 34s pizza feel like sumo weak day run tomorrow,negative
b667160840,ill post,negative
587cf8a61e,honor,neutral
89ac21e1f6,man boring today tweeting guy,negative
6769efef8a,yes twin wontt watching,neutral
b1f6fb88d4,cut thumb saw small metal,negative
34a862a739,loving mortal combat right,positive
5da03690bc,sbarro dinner krispy kreme dessert mmmmm healthy,positive
bc7b967aea,im depressed againugh help,neutral
9be622ea54,spellingis awful twiiter,negative
faee4563bd,snowbear finally come outcongrats che warren,neutral
02baa25e55,oh stopped,neutral
e162b84433,start diet today think face never get back 77kilos unless cut leg,neutral
156816e845,mmm pizza dinner yum burnt mouth though,neutral
c13b15d9d1,screw fact cant post long update twitter,negative
204d6510c6,awake 2 hate sickness,negative
fbd510ea84,beat dont understand,neutral
2793cbbfab,inspired blog something inspirational haha,positive
490734b764,happy mother day everyones mother motherstobe grandmother great grandmothersall woman salute,positive
b106a248a9,hailthunder storm power keep going suck,neutral
9f9a4e2bb2,tweetup loc dont recognize anyone outside turquoise shirt please see,neutral
6e2c555beb,awwww yur awesome mother keep good work,positive
838c1184b4,pissed bluetooth headset battery lasted cell battery gg moto q,neutral
b04dcbb3be,please dont get watching bb,neutral
71c6b00c21,ayy fml nothing perfect,positive
81de3c6143,day started wonderful kid cry kitty missing got back posting sign around,positive
bfb0644d9e,love dawn chorus noisier better miss church bell toocrazy knowwas going cycle friendnot,positive
f02bdad05e,sure real state market moving confused either hold go ahead plan,positive
f57f3b6265,know annoying there german sayingpleasant anticipation greatest pleasureown translation,positive
16a66e0b8c,5000 friend request tomorrow im blaming nite,neutral
84c5b0a3f6,namaste hooray monday undaunted 3am wakeup consider 9am london feel justified bright side everything,positive
83e576fd29,listening busted 3am miss,neutral
9946895c91,great idea,positive
49ec855925,want sleep xd song head make crazy dont know write song hahhaha,negative
ee51d32074,would one plese suggest great thriller movie,positive
ab5b510355,dennys shut winter 50 mile get one,neutral
d64eec0d6c,yes think unless changed sent u happy mother day text u never responded back,positive
75b30e5358,one kit brought mouse eating lobby im sure feed enough,positive
514b972ba8,fenton didnt even finish cleaning room cuz went party ahhhh still messy,negative
bd90c840ea,didddd met,neutral
3ee7e1cbb0,unfair good rock show happen blore pune,positive
e5599343e7,knackered awake since 5 couldnt sleep started work coffee toast sound awesome chris busy,positive
0b20eef5b1,dont care netsexor cam route heaven however sound super good im almost tempted go get,positive
790af846a5,nevermind beyonce doesnt twitter haha,positive
f6e3a6dd55,claire lol buy u big star war pant 4 xmas,positive
abc1500c46,dont ever turn part brain talk thats fun come,positive
9d6fc9c77a,sabido nada de ti making bit sad must say,negative
73e548424b,missed math trade,neutral
316d5aeaf6,wellington monet exhibition casually bumped wayne brady hotel lobby mega exciting,negative
7907132523,bed 2 girl,neutral
43ee9d3c82,,neutral
a584ebd602,queen like,neutral
3d4b0a81a6,think blog shouldve list,neutral
b303da170c,going die tomorrow night,neutral
9f7da3aa4a,08 hell yeah missed u last nite lol u like opinion,positive
e22beff480,nooooo working weekend,neutral
a6a3368db8,pair fringe tuesday smell like win imo well,positive
389fc0d397,last scheduled corn dog oc shift,neutral
1bed6bec2a,finally finished exam home watch otalia pbp bpd otalia today hmm via,neutral
1ca1423c00,getting ready day work till close,positive
778c5660f8,justin timberlake andy samberg mother lover skit snl great,positive
9dfd003f1e,want text first everyday,positive
f61d7dbd8b,yeahh two time weve stood next special time,positive
f5d5f1fd33,thought id tanned hour sun wrongive burnt,neutral
6be041409c,song tay vid katy perry,neutral
4c79259b5e,work disneynot cracked ta,neutral
9cd32dbec4,wtf rehearsal got space room booked brother stuff right cant transfer another room studio,negative
675ce92149,broken cant c,negative
1d84094014,saying something dont fully understand please let know,neutral
dc9685bc8a,sure cant get tweetdeck work computer want know hype,positive
b7e17b2bde,mega burguer lunch yesterday,neutral
903cce2dcd,whoooooo im gettin extra hour today afterwards im gon na see get marigold mum,neutral
1c1077af54,bored cold tired lethargic feeling man great holiday monday,negative
c625cee17b,might also want include never wear moonwolf,neutral
6c82821920,go ticketmaster site say lisa williams event found,neutral
ced1083324,hey guy sun make day gloomy,neutral
1d428212cb,texting friend bored gosh hate rain,negative
a4ee41dc64,replacement iron ring arrived shiny bit jagged original,positive
12da846f8e,shopping,neutral
4f1a7d1d2c,yup working couldnt recover anything though,neutral
d901264a08,rearry rip youd never guess ate,neutral
61ce1c40e5,well following think interesting right,positive
8dd7e34100,id love see,positive
6475c6d26d,andersen thank eric glad u appreciate,positive
b681aef9aa,18 hour workcry cant survive weeelcome wonderland sing along,neutral
5423cf0811,anyone ticket mtv movie award guy scammed,neutral
ace8edef1d,beyonce help day im starting get sick,negative
8b3811c819,fine ill get miso soup street,negative
e9174e5bb2,nothing evening missing lifestory,negative
0b6444627a,awesome ruined white clothes never remember separate,positive
960ade8bfd,weird waking bed slightly comforting miss group im loving using pillow,negative
a8bf8239bd,skipped could get messy rofl,positive
33680fc87e,computer geek entertaining think,positive
e0264b2a5f,miss,neutral
25ce655a84,thats good sentence,positive
25f1991c36,making people unhappy dun like unhappiness,negative
84fcf21a64,oh god look use twitter hopeless,neutral
7de5a7e4cc,studying econ test,neutral
389a3e653c,problem think great thing reflect,positive
4c0329867c,yeahi hope turn 20 minute,neutral
20a5175d49,see unveiling new lr arrangement official event planned,positive
2785576a5b,iamkiara im sick fell last night outside coz putting something bin,negative
b7299d0e70,hear cant think layout either lol ive trying dont know long,positive
e035aa9fe3,yay got internet itouch working,neutral
5eb31e181d,nice elise rolled thas wassup fun lady,positive
1281b062a4,safe ride coast dont going 90 even though windy smile cuz u know u better,positive
54aa9ae3a8,sleeptake twothis better work,positive
1d18c624f2,wear glass today co right eye swollen dont know,positive
9fbf0d59cc,lafff rain,neutral
f2a92aa5ff,love boy make happy look sexiest plain black boxer p,positive
0d737380e2,grrrrrrrrrrrrrr ive barely read,positive
592b350f6f,rocksteady pt ii,neutral
4363c63d9c,woohooo cool see knew u would get see,positive
533a5604dc,2009 convention doesnt look great year going vega sound much fun,positive
437f792822,yes blame,neutral
de168e6328,picture zack saved bell,neutral
d60072b03a,cant fix guess ill write get bored watch tv man lame,negative
8986091fd3,wish happy mother day mom,positive
3b743ded7e,potter also category hehe 3 love much,positive
79e7a9ed8e,google maybe actually knew answer lol p put uo pic already last night im getting anxious,positive
dabac40552,super excited bought tix see hey monday 620 svetlana j denverco,positive
b0cae38eb0,woop right try get 2 sleep haha 2 hot good nightt x,positive
96e77388b8,guy neither getting better,positive
3e9ba7f25b,try first female fronted metal awesome unbreakable album would good start,positive
4fb0995de8,hows possible rain forecast pinkpop ticket,neutral
e711c03c57,im sure tweet business simple thing difficult,neutral
52576ae085,june 15 1995 chino hill ca 1 day rained n june socalwe outside grad 2 move 2 gym,neutral
2b049dbcb1,walking street harlem home sweet home,positive
adc5ea18b3,rod stewart new song,positive
5c9645561c,like clarify unable acc review vibrator testrun invitaiton freebie,negative
ef329bc827,momma martini went food shopping without,neutral
841a5cfcdf,live small market deliver dayold bread food bank time really tough even,negative
52eaf44b44,good morning friday start work week lakers going take 4th w tonight woohoo go lakers,positive
895de1648c,really tired work whole day tomorrow thought depresses uncoooool,negative
9e972c1093,james cameron touch something revolutionizes someone else come along,neutral
ebf2a10961,kno im sad evry1 leavin horrible im supposed b happy summer cant ima miss evry1,negative
bd74c21c43,nacho tudor think,neutral
a6aeb0b520,good morning dan bday plan getting exercise today love ya see nyc,positive
24afdc75e3,found friend son fell 25ft shaft onto concrete today alive least dont know much else,positive
0d4d5b49b2,tired sad,negative
78819d2e53,theyre gone,neutral
91c44d5912,whats fault,neutral
11aa4945ff,wish calling cant malta,neutral
495299c926,hardly worked last two week losing weight fear im losing muscle made doc appt injured foot,negative
7f3b118605,u say shoutout nikki please soulja boy tell em live live,positive
3da6270b02,hide berry like slave regularly today caught massa im def light enough juice pouring slave,positive
9a2689017d,diamond comptition yaayy tomorow diamond dance best still montral,positive
5eea04087b,sitting waiting go gymalmost left realized never charged ipod trip wisconsinits dead,negative
7058fc87de,fighter christina aguilera love song,positive
95189cd3a8,warmed nicely outside suck stuck inside coding,neutral
40ae4f1f0c,sunny day vivocity yupz showered run airconditioned mall,neutral
d24c474353,know law rebel small thing,negative
b13981be78,thanks tweetstats confirmed long suspected twitter keeping way late ht,positive
44b0b41b62,babylove em homenagem ao baby,neutral
a2c8b8dad7,wont going oxford internet institute sunner doctoral programme brisbane lack funding,neutral
4d818fe6e0,dont saw movie,neutral
b8d9a368ae,ur pic nice look cuteoh,positive
0010bcc0e2,watching film recovering operation,neutral
58c5bad2d3,day computer end dang hate allowed computer,negative
7407e1cf5a,im going kill tt wasted hundred download realised got wrong one,negative
0e3d0b5ab5,guy follow rx twitterwar dd go ginoooo,neutral
c0e5365bf0,school going absolutely horrible today peace 09,negative
0be9ed25f8,lucky im jealous even though dont like much,positive
04095b70bd,sadface,neutral
64b8d96644,get feeling going make wait get home tell im denied vittles bww,neutral
68bf3f1fec,hand oops completely forgot,positive
8e3b60deaa,problem least look floor wont see banana skin brain step almost got killed,negative
341ed728c7,dam missed hollyoaks 2nite,neutral
f585c22106,there relisting fee dont complete sale suck,positive
888b3fdf3e,coach imho soft best keep chaos straight,positive
540f0477e3,childish lol co one said pic jake earth made vomit,positive
79852f9590,err think theyre like 15 buck ticket cause 3d expensive,negative
32b2c8b924,aww stanley still got live like 20 year right x,positive
94e0366b6d,leon look supa fly mini couch,positive
094681e31c,carter hey brian littrell doesnt really like kinda page rigth kiss loev guy,positive
6641548d60,go uga liked better knew ha,positive
b05be3118d,trouble breathing painand fever,negative
291b817092,im feel deflated ugh dog,neutral
f837a046a9,grant hey donna lovely see twitter,positive
a567459a1a,read something happy,positive
4cc3d3824c,good morning rsa twitterverse please send happy vibe cheerfulness today im feeling little sad,positive
e959cf04e4,clonecloud actually distant processor provisioning like idea,negative
271bb5e6b7,well nice loving new friend organiser,positive
c8b610923d,recession,neutral
27d0c01bc2,reeeally wish could havent n whilewhats goin lately,negative
b86d2cca27,also swirly flat white,negative
9c11756ef3,posted world pinhole day love picture,positive
7bad0b9772,oh poor atleast get paid staying back,negative
c6881ba0e1,ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala love songggggg p got lost morrison,positive
81622f137d,look sooooo pretty love dang wish ny could c u ur thang,positive
82cdd851b7,lmao yep,positive
911bd25026,aaaaaaaa hate winshit,negative
a64b23f5e4,ugh hate car miss little ford focus,negative
30e7967de4,every mom mommy mother happy mother day hope something special fun today,positive
f45a9649fb,go work,neutral
da5c3fa1ef,soo love beyonces song smash,positive
22e5e3cad2,back pakistan,neutral
3ba549158f,,neutral
a975e49753,huge headachegoodnight,positive
c3541b6a2f,suck,neutral
40e1ca4ab0,thats said,neutral
08d8063529,good time must sleep lol gym dance rehearsal like 5 hour,positive
36aabd3627,trip really great cant belive summer,positive
8f851c59f6,halla ok got cold trying ignore,negative
